half_sat,p_managed,fr_spring,fr_summer,fr_autumn,fr_winter,n_cavity,n_stem,n_ground,p_dep,p_abund,pdep_y_w,y_tot,y_wild
0.66,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.060597,0.815594,0.039994
0.66,0.66,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.060597,0.723391,0.059991
0.66,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.091244,0.997512,0.000912
0.66,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.091244,0.917911,0.030111
0.66,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.091244,0.835821,0.060221
0.66,0.66,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.091244,0.753732,0.090332
0.66,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.124687,0.997847,0.001247
0.66,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.124687,0.928947,0.041147
0.66,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.124687,0.857893,0.082293
0.66,0.66,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.124687,0.786840,0.123440
0.66,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.160168,0.998202,0.001602
0.66,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.160168,0.940655,0.052855
0.66,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.160168,0.881311,0.105711
0.66,0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.160168,0.821966,0.158566
0.66,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000900,0.999909,0.000009
0.66,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000900,0.996997,0.000297
0.66,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000900,0.993994,0.000594
0.66,0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000900,0.990991,0.000891
0.66,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.001186,0.999912,0.000012
0.66,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.001186,0.997091,0.000391
0.66,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.001186,0.994183,0.000783
0.66,0.99,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.001186,0.991274,0.001174
0.66,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.001481,0.999915,0.000015
0.66,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.001481,0.997189,0.000489
0.66,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.001481,0.994377,0.000977
0.66,0.99,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.001481,0.991566,0.001466
0.66,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.001776,0.999918,0.000018
0.66,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.001776,0.997286,0.000586
0.66,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.001776,0.994572,0.001172
0.66,0.99,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.001776,0.991858,0.001758
0.66,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.010000,1.000000,0.000100
0.66,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.010000,1.000000,0.003300
0.66,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.010000,1.000000,0.006600
0.66,0.99,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.010000,1.000000,0.009900
0.66,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.010000,1.000000,0.000100
0.66,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.010000,1.000000,0.003300
0.66,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.010000,1.000000,0.006600
0.66,0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.010000,1.000000,0.009900
0.66,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.010000,1.000000,0.000100
0.66,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.010000,1.000000,0.003300
0.66,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.010000,1.000000,0.006600
0.66,0.99,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.010000,1.000000,0.009900
0.66,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.010000,1.000000,0.000100
0.66,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.010000,1.000000,0.003300
0.66,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.010000,1.000000,0.006600
0.66,0.99,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.010000,1.000000,0.009900
0.66,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.010000,1.000000,0.000100
0.66,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.010000,1.000000,0.003300
0.66,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.010000,1.000000,0.006600
0.66,0.99,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.010000,1.000000,0.009900
0.66,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.010000,1.000000,0.000100
0.66,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.010000,1.000000,0.003300
0.66,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.010000,1.000000,0.006600
0.66,0.99,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.010000,1.000000,0.009900
0.66,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.010000,1.000000,0.000100
0.66,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.010000,1.000000,0.003300
0.66,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.010000,1.000000,0.006600
0.66,0.99,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.010000,1.000000,0.009900
0.66,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.010000,1.000000,0.000100
0.66,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.010000,1.000000,0.003300
0.66,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.010000,1.000000,0.006600
0.66,0.99,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.010000,1.000000,0.009900
0.66,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.010000,1.000000,0.000100
0.66,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.010000,1.000000,0.003300
0.66,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.010000,1.000000,0.006600
0.66,0.99,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.010000,1.000000,0.009900
0.66,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.010000,1.000000,0.000100
0.66,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.010000,1.000000,0.003300
0.66,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.010000,1.000000,0.006600
0.66,0.99,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.010000,1.000000,0.009900
0.66,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.010000,1.000000,0.000100
0.66,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.010000,1.000000,0.003300
0.66,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.010000,1.000000,0.006600
0.66,0.99,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.010000,1.000000,0.009900
0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.010000,1.000000,0.000100
0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.010000,1.000000,0.003300
0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.010000,1.000000,0.006600
0.66,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.010000,1.000000,0.009900
0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000018,0.990100,0.000000
0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000018,0.673306,0.000006
0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000018,0.346612,0.000012
0.99,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000018,0.019917,0.000017
0.99,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.000023,0.990100,0.000000
0.99,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.000023,0.673308,0.000008
0.99,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.000023,0.346615,0.000015
0.99,0.01,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.000023,0.019923,0.000023
0.99,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.000029,0.990100,0.000000
0.99,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.000029,0.673310,0.000010
0.99,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.000029,0.346619,0.000019
0.99,0.01,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.000029,0.019929,0.000029
0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.000035,0.990100,0.000000
0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.000035,0.673312,0.000012
0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.000035,0.346623,0.000023
0.99,0.01,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.000035,0.019935,0.000035
0.99,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.000484,0.990105,0.000005
0.99,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.000484,0.673460,0.000160
0.99,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.000484,0.346920,0.000320
0.99,0.01,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.000484,0.020380,0.000480
0.99,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.000679,0.990107,0.000007
0.99,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.000679,0.673524,0.000224
0.99,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.000679,0.347048,0.000448
0.99,0.01,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.000679,0.020572,0.000672
0.99,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.000888,0.990109,0.000009
0.99,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.000888,0.673593,0.000293
0.99,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.000888,0.347186,0.000586
0.99,0.01,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.000888,0.020779,0.000879
0.99,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.001105,0.990111,0.000011
0.99,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.001105,0.673665,0.000365
0.99,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.001105,0.347329,0.000729
0.99,0.01,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.001105,0.020994,0.001094
0.99,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.000890,0.990109,0.000009
0.99,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.000890,0.673594,0.000294
0.99,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.000890,0.347187,0.000587
0.99,0.01,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.000890,0.020781,0.000881
0.99,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.001318,0.990113,0.000013
0.99,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.001318,0.673735,0.000435
0.99,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.001318,0.347470,0.000870
0.99,0.01,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.001318,0.021204,0.001304
0.99,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.001795,0.990118,0.000018
0.99,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.001795,0.673893,0.000593
0.99,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.001795,0.347785,0.001185
0.99,0.01,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.001795,0.021678,0.001778
0.99,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.002316,0.990123,0.000023
0.99,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.002316,0.674064,0.000764
0.99,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.002316,0.348128,0.001528
0.99,0.01,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.002316,0.022193,0.002293
0.99,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.001265,0.990113,0.000013
0.99,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.001265,0.673717,0.000417
0.99,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.001265,0.347435,0.000835
0.99,0.01,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.001265,0.021152,0.001252
0.99,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.001966,0.990120,0.000020
0.99,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.001966,0.673949,0.000649
0.99,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.001966,0.347897,0.001297
0.99,0.01,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.001966,0.021846,0.001946
0.99,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.002786,0.990128,0.000028
0.99,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.002786,0.674219,0.000919
0.99,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.002786,0.348439,0.001839
0.99,0.01,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.002786,0.022658,0.002758
0.99,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.003728,0.990137,0.000037
0.99,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.003728,0.674530,0.001230
0.99,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.003728,0.349060,0.002460
0.99,0.01,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.003728,0.023590,0.003690
0.99,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000018,0.993300,0.000000
0.99,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000018,0.778906,0.000006
0.99,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000018,0.557812,0.000012
0.99,0.33,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000018,0.336717,0.000017
0.99,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.000023,0.993300,0.000000
0.99,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.000023,0.778908,0.000008
0.99,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.000023,0.557815,0.000015
0.99,0.33,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.000023,0.336723,0.000023
0.99,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.000029,0.993300,0.000000
0.99,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.000029,0.778910,0.000010
0.99,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.000029,0.557819,0.000019
0.99,0.33,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.000029,0.336729,0.000029
0.99,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.000035,0.993300,0.000000
0.99,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.000035,0.778912,0.000012
0.99,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.000035,0.557823,0.000023
0.99,0.33,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.000035,0.336735,0.000035
0.99,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.000484,0.993305,0.000005
0.99,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.000484,0.779060,0.000160
0.99,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.000484,0.558120,0.000320
0.99,0.33,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.000484,0.337180,0.000480
0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.000679,0.993307,0.000007
0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.000679,0.779124,0.000224
0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.000679,0.558248,0.000448
0.99,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.000679,0.337372,0.000672
0.99,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.000888,0.993309,0.000009
0.99,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.000888,0.779193,0.000293
0.99,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.66,0.081269,0.000888,0.558386,0.000586
0.99,0.33,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.99,0.081269,0.000888,0.337579,0.000879
0.99,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.01,0.099117,0.001105,0.993311,0.000011
0.99,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.33,0.099117,0.001105,0.779265,0.000365
0.99,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.66,0.099117,0.001105,0.558529,0.000729
0.99,0.33,0.33,0.33,0.33,0.33,0.99,0.99,0.99,0.99,0.099117,0.001105,0.337794,0.001094
0.99,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.01,0.080888,0.000890,0.993309,0.000009
0.99,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.33,0.080888,0.000890,0.779194,0.000294
0.99,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.66,0.080888,0.000890,0.558387,0.000587
0.99,0.33,0.66,0.66,0.66,0.66,0.01,0.01,0.01,0.99,0.080888,0.000890,0.337581,0.000881
0.99,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.01,0.115306,0.001318,0.993313,0.000013
0.99,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.33,0.115306,0.001318,0.779335,0.000435
0.99,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.66,0.115306,0.001318,0.558670,0.000870
0.99,0.33,0.66,0.66,0.66,0.66,0.33,0.33,0.33,0.99,0.115306,0.001318,0.338004,0.001304
0.99,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.01,0.150800,0.001795,0.993318,0.000018
0.99,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.33,0.150800,0.001795,0.779493,0.000593
0.99,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.150800,0.001795,0.558985,0.001185
0.99,0.33,0.66,0.66,0.66,0.66,0.66,0.66,0.66,0.99,0.150800,0.001795,0.338478,0.001778
0.99,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.01,0.186293,0.002316,0.993323,0.000023
0.99,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.33,0.186293,0.002316,0.779664,0.000764
0.99,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.66,0.186293,0.002316,0.559328,0.001528
0.99,0.33,0.66,0.66,0.66,0.66,0.99,0.99,0.99,0.99,0.186293,0.002316,0.338993,0.002293
0.99,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.01,0.110776,0.001265,0.993313,0.000013
0.99,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.33,0.110776,0.001265,0.779317,0.000417
0.99,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.66,0.110776,0.001265,0.558635,0.000835
0.99,0.33,0.99,0.99,0.99,0.99,0.01,0.01,0.01,0.99,0.110776,0.001265,0.337952,0.001252
0.99,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.01,0.162381,0.001966,0.993320,0.000020
0.99,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.33,0.162381,0.001966,0.779549,0.000649
0.99,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.66,0.162381,0.001966,0.559097,0.001297
0.99,0.33,0.99,0.99,0.99,0.99,0.33,0.33,0.33,0.99,0.162381,0.001966,0.338646,0.001946
0.99,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.01,0.215598,0.002786,0.993328,0.000028
0.99,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.33,0.215598,0.002786,0.779819,0.000919
0.99,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.66,0.215598,0.002786,0.559639,0.001839
0.99,0.33,0.99,0.99,0.99,0.99,0.66,0.66,0.66,0.99,0.215598,0.002786,0.339458,0.002758
0.99,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.01,0.268815,0.003728,0.993337,0.000037
0.99,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.33,0.268815,0.003728,0.780130,0.001230
0.99,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.66,0.268815,0.003728,0.560260,0.002460
0.99,0.33,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.99,0.268815,0.003728,0.340390,0.003690
0.99,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.002638,0.000018,0.996600,0.000000
0.99,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.33,0.002638,0.000018,0.887806,0.000006
0.99,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.66,0.002638,0.000018,0.775612,0.000012
0.99,0.66,0.01,0.01,0.01,0.01,0.01,0.01,0.01,0.99,0.002638,0.000018,0.663417,0.000017
0.99,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.01,0.003373,0.000023,0.996600,0.000000
0.99,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.33,0.003373,0.000023,0.887808,0.000008
0.99,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.66,0.003373,0.000023,0.775615,0.000015
0.99,0.66,0.01,0.01,0.01,0.01,0.33,0.33,0.33,0.99,0.003373,0.000023,0.663423,0.000023
0.99,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.01,0.004131,0.000029,0.996600,0.000000
0.99,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.33,0.004131,0.000029,0.887810,0.000010
0.99,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.66,0.004131,0.000029,0.775619,0.000019
0.99,0.66,0.01,0.01,0.01,0.01,0.66,0.66,0.66,0.99,0.004131,0.000029,0.663429,0.000029
0.99,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.01,0.004889,0.000035,0.996600,0.000000
0.99,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.33,0.004889,0.000035,0.887812,0.000012
0.99,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.66,0.004889,0.000035,0.775623,0.000023
0.99,0.66,0.01,0.01,0.01,0.01,0.99,0.99,0.99,0.99,0.004889,0.000035,0.663435,0.000035
0.99,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.01,0.046114,0.000484,0.996605,0.000005
0.99,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.33,0.046114,0.000484,0.887960,0.000160
0.99,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.66,0.046114,0.000484,0.775920,0.000320
0.99,0.66,0.33,0.33,0.33,0.33,0.01,0.01,0.01,0.99,0.046114,0.000484,0.663880,0.000480
0.99,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.01,0.063422,0.000679,0.996607,0.000007
0.99,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.063422,0.000679,0.888024,0.000224
0.99,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.66,0.063422,0.000679,0.776048,0.000448
0.99,0.66,0.33,0.33,0.33,0.33,0.33,0.33,0.33,0.99,0.063422,0.000679,0.664072,0.000672
0.99,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.01,0.081269,0.000888,0.996609,0.000009
0.99,0.66,0.33,0.33,0.33,0.33,0.66,0.66,0.66,0.33,0.081269,0.000888,0.888093,0.000293
